PO Number;PO Date;Vendor;Vendor Description;Requester;PO Created By;Shopping Cart Number;Project;Project Description;WBS Element;WBS Element Description;Cost Center;Cost Center Description;PO Net Amount;Tax Amount;Total Amount Legal Entity Currency;PO Line Nr.;PO Status;PO Line Text;Delivery Date;Legal Entity Currency Code;Value in document currency;Document currency code;Investment Profile;Account Group (Cora Level 1);Account Sub Group (Cora Level 2);Account (Cora Level 3);Change Date;Purchase requisition;Procurement Plant;Contract #;Joint Commodity Code;PO Title;Version;FI Doc No
P000986846;2024-11-07;10420216;BOOS CONSULTING LTD;LIK17;XIAOJ26;;C.68.40002.100.1;;C.68.40002.100.152.111;PROCESS INTERNAL;6856100190;CIRE APAC;109816.00;0.00;109816.00;2;closed;WILLIAM GAO'S SERVICE FROM NOV 2024 TO FEB 2025;2024-10-28;CNY;109816.00;CNY;capex;5;5.2;5.2.11-C;2025-03-13;R100887292;4888;;X20000000;PO1 FOR AMEFS- BOOS CONSULTING SERVICE 2024.11-2025.02;;6237P000986846000002C6840002100152111
1600008973;2023-12-29;10542194;WETIME BAY CONSULTING CO LTD;XIAOJ26;XIAOJ26;;C.68.40002.100.1;;C.68.40002.100.152.221;PROCUREMENT;6856100190;CIRE APAC;505696.00;0.00;505696.00;30;open;HEBBE’S SERVICE 2024.07.01-12.31;2024-12-31;CNY;505696.00;CNY;capex;5;5.2;5.2.22-C;2024-07-10;;4888;;X20250200;;;62371600008973000030C6840002100152221
1600010673;2024-08-09;10018134;OPTIMA PHARMA GMBH;XIAOJ26;XIAOJ26;;C.68.40002.100.1;;C.68.40002.100.162.111;PROCESS EXTERNAL;6856100190;CIRE APAC;4704565.07;0.00;4704565.07;20;open;COBAS FILLING LINE - PHASE 2;2024-12-31;CNY;600000.00;EUR;capex;6;6.2;6.2.11-C;2024-08-09;;4888;;X20100200;;;62371600010673000020C6840002100162111
1600010724;2024-08-15;10308765;SUZHOU WELLEAP MECHANICAL ELEC;XIAOJ26;XIAOJ26;;C.68.40002.100.1;;C.68.40002.100.162.201;SPECIALISTS EXTERNAL;6856100190;CIRE APAC;194690.27;0.00;194690.27;10;open;TECHNICAL SOLUTION FOR INSTRUMENT;2024-08-15;CNY;194690.27;CNY;capex;6;6.2;6.2.20-C;2024-08-15;;4888;;X20100200;;;62371600010724000010C6840002100162201
7100330666;2025-11-26;10124106;UVEX ARBEITSSCHUTZ AG;BAUMGAN5;URECHR1;;C.34.00780.015.0;;C.34.00780.015.073.109;CES 7.3 - BKP  WEITERE NEBENK. (OPEX);3451600015;BAU 15;82.40;0.00;82.40;20;open;STIEFEL 8545/8 S2 GR.47 PUR-SOHLE W11;2025-11-28;CHF;82.40;CHF;capex;7;7.3;7.3.10-O;2025-11-26;;4419;;X25050600;;;57807100330666000020C3400780015073109
7100294779;2024-10-22;10174316;ANTON BACHMANN AG;BAUMGAN5;URECHR1;;C.34.00780.015.0;;C.34.00780.015.055.991;CES 5.5.99 - SONSTIGE EXPERTEN;3451600015;BAU 15;5400.00;0.00;5400.00;10;open;KOSTENSUPPORT KÄLTEINST. B15 DD/CC THOR;2025-01-31;CHF;5400.00;CHF;capex;5;5.5;0.0.00-C;2024-10-22;3507291191;4419;;X20250200;;;57807100294779000010C3400780015055991
7100288424;2024-08-19;10172564;SIEMENS SCHWEIZ AG;ROSAMINF;PICHLEL1;;C.34.00861.007.0;;C.34.00861.007.024.001;AGGREGATION ELEKTROANLAGEN;3451600007;BAU 7;365000.00;0.00;365000.00;10;open;BKP 237 GEBÄUDEAUTOMATION NMPAR;2025-05-02;CHF;365000.00;CHF;capex;2;2.4;2.4.00-C;2024-08-19;3494669156;4419;;X20050403;;;57807100288424000010C3400861007024001
7100287460;2024-08-07;10017826;ECOS GMBH;ROSAMINF;URECHR1;;C.34.00861.007.0;;C.34.00861.007.028.001;AGGREGAION INNENAUSBAU;3451600007;BAU 7;1085015.28;0.00;1085015.28;10;open;BKP 278 REINRAUM MAT.+REG. ARBEIT NMPAR;2025-03-31;CHF;1164739.49;EUR;capex;2;2.8;0.0.00-C;2024-12-12;3494248737;4419;;X20050801;;;57807100287460000010C3400861007028001
7100288357;2024-08-19;10173605;IROMET AG;ROSAMINF;PICHLEL1;;C.34.00861.007.0;;C.34.00861.007.028.001;AGGREGAION INNENAUSBAU;3451600007;BAU 7;4172.30;0.00;4172.30;40;open;BKP 272 3.NT RAMMSCHUTZ 1.OG VF NMPAR;2025-05-31;CHF;4172.30;CHF;capex;2;2.8;0.0.00-C;2025-05-07;3544203304;4419;;X20250200;;;57807100288357000040C3400861007028001
P001303606;2025-05-12;10466361;HKG ENGINEERING AG ROTKREUZ;BISCHE;BISCHE;;C.34.01042.007.0;;C.34.01042.007.062.161;BKP 707 EXTERN ELEKTRO;3451600007;BAU 7;98665.00;0.00;98665.00;1;open;BKP 707 INGENIEURLEITSTUNGEN ELEKTRO DD/CC FLB7R BASIC CONST;2025-05-15;CHF;98665.00;CHF;capex;6;6.2;6.2.16-C;2025-05-12;R101154212;4419;;X20250000;PO1 FOR C.34.01042 BKP 707 ING. ELEKTRO DD/CC FLB7R;;5780P001303606000001C3401042007062161
7100319698;2025-07-28;10488287;RAUMFORUM GMBH;BAUMGAN5;URECHR1;;C.34.00780.015.0;;C.34.00780.015.064.411;CES 6.4.41 - BERATUNG INNENARCHITEKTUR;3451600015;BAU 15;8945.00;0.00;8945.00;10;open;BKP 780 INNENARCHITEKTUR DD/CC B15THOR;2025-12-31;CHF;8945.00;CHF;capex;6;6.4;0.0.00-C;2025-07-28;3560491036;4419;;X20250302;;;57807100319698000010C3400780015064411
7100269893;2024-02-09;10498627;DIGIREAL AG;IRIONM;KLEMMN;;C.34.00780.015.0;;C.34.00780.015.073.101;CES 7.3 - BKP  WEITERE NEBENKOSTEN;3451600015;BAU 15;38768.40;0.00;38768.40;10;open;BKP 774 SOFTWARE RAUMBUCH THOR;2025-01-03;CHF;38768.40;CHF;capex;7;7.3;7.3.10-C;2024-02-09;3460183193;4419;;X20250302;;;57807100269893000010C3400780015073101
7100284189;2024-07-02;10013246;ERNE AG HOLZBAU;IRIONM;URECHR1;;C.34.00780.015.0;;C.34.00780.015.013.151;CES 1.3.15 - BKP 134 BAUST. CONTAINER;3451600015;BAU 15;0.00;0.00;0.00;10;open;BKP 747 GESAMTLEISTER B15 DD/CC THOR;2027-12-31;CHF;0.00;CHF;capex;1;1.3;1.3.15-C;2024-10-31;;4419;;X20050200;;;57807100284189000010C3400780015013151
7100290017;2024-09-03;10498627;DIGIREAL AG;BAUMGAN5;URECHR1;;C.34.00780.015.0;;C.34.00780.015.055.241;CES 5.5.24 - KULTUR/LEAN/BIM;3451600015;BAU 15;71134.75;0.00;71134.75;10;closed;BKP 780 BIM-MGMT. B15 DD/CC THOR;2026-12-31;CHF;71134.75;CHF;capex;5;5.5;0.0.00-C;2025-08-27;3494669312;4419;;X20250200;;;57807100290017000010C3400780015055241
2110666894;2017-12-13;10149716;MSI TEC;SINGHH4;SINGHH4;1002553029;C.37.04000.111.1;;C.37.04000.111.170.001;CAROUSEL CELL TRANSIT ORO VALLEY TO VLF;3753104111;SERVICE PARTS MFG;4625.00;0.00;4625.00;1;open;PARAGON COLLABORATIVE ROBOT RISK ASSESSM;2018-02-08;USD;4625.00;USD;capex;0;0.0;0.0.00-C;2017-12-13;;4425;;X20100200;SINGHH4 13.12.2017 08:35:42;;61272110666894000001C3704000111170001
P001119380;2025-01-24;10424466;CLASSIC INDUSTRIES INC;SCOTTP11;SANTIA14;;C.37.04000.951.2;;C.37.04000.951.240.002;VENT CAP - REVERSE PRESSURE LEAK TEST;3753524951;TOOLING;14625.00;0.00;14625.00;9;open;FIXTURING/HARDWARE VENT CAP: 09122435001 & 09122443001;2025-12-31;USD;14625.00;USD;capex;0;0.0;0.0.00-C;2025-06-04;;4425;;X10250100;PO1 FOR VENT CAP- LEAK TEST PROPOSAL EQUIPMENT- TECHNIMARK;;6127P001119380000009C3704000951240002
P000441639;2023-10-12;10526629;TRELLEBORG SEALING SOLUTIONS;SCOTTP11;BLAYLOCN;;C.37.04000.951.2;;C.37.04000.951.230.007;DUCKBILL VALVE SECOND SOURCE;3753104410;PROCESS ENGINEERING ADMINISTRATION;5950.00;0.00;5950.00;2;open;15 CAVITY SLITTING AND PUNCHING DIE TO PRODUCE THE ABOVE 50;2024-02-04;USD;5950.00;USD;capex;0;0.0;0.0.00-C;2023-10-12;R100379647;4425;;X90250000;PO1 FOR TRELLEBORG/MR&P: 5000 SAMPLES & DIE;;6127P000441639000002C3704000951230007
2111238842;2022-09-09;10129803;HEI TEK AUTOMATION;TAPIAA6;TAPIAA6;1004167121;C.37.04000.115.2;;C.37.04000.115.220.001;POINT OF USE RACKING FOR THE NEW INSTRUM;3753104115;BENCHMARK ULTRA PLATFORM;11068.61;0.00;11068.61;1;open;POU RACK HE600 SM2;2023-01-03;USD;11068.61;USD;capex;0;0.0;0.0.00-C;2022-09-09;;4425;;X20051000;TAPIAA6 09.09.2022 09:42:50;;61272111238842000001C3704000115220001
2110893289;2019-10-21;10102147;MCMASTER CARR SUPPLY CO INC;MEUSEM;MEUSEM;1003216851;C.37.04000.263.1;;C.37.04000.263.190.001;REAGENT AUTOFILL AUTOMATED DISPENSER COU;3753104263;REAGENT AUTO FILL;18.27;0.00;18.27;12;open;COMMUNICATION AND SECURITY SYSTEM CABLE;2019-10-22;USD;18.27;USD;capex;0;0.0;0.0.00-C;2019-10-21;;4425;;X15150107;MEUSEM 21.10.2019 13:58:39;;61272110893289000012C3704000263190001
P001521066;2025-10-10;10177248;LEICA MICROSYSTEMS INC;BEERP2;BEERP2;;C.37.04000.261.2;;C.37.04000.261.250.002;HISTOLOGY TISSUE PROCESSOR;3753104261;REAGENT HISTOLOGY;62512.44;0.00;62512.44;1;open;HISTOCORE PEARL - AUTOMATED TISSUE PROCESSOR;2025-12-01;USD;62512.44;USD;capex;0;0.0;0.0.00-C;2025-10-10;R101354943;4425;;X15100101;PO1 FOR HISTOLOGY PROCESSOR;;6127P001521066000001C3704000261250002
2110656357;2017-11-16;10130031;PIPER PLASTICS INC;RICKSR;RICKSR;1002527325;C.37.04000.951.1;;C.37.04000.951.170.004;BULK REAGENT BOTTLE LEAK TESTER;3753524951;TOOLING;1333.00;0.00;1333.00;2;open;NEMA ENCLOSURE;2017-12-23;USD;1333.00;USD;capex;0;0.0;0.0.00-C;2017-11-16;;4425;;X20100200;RICKSR 16.11.2017 12:56:35;;61272110656357000002C3704000951170004
2110565127;2017-02-28;10172859;WW GRAINGER;SINGHH4;SINGHH4;1002125022;C.37.04000.400.1;;C.37.04000.400.170.001;AUTOMATE PRINT AND LABEL APP TUBING;3753104400;MANUFACTURING TECHNICAL SUPPORT ADMIN;241.10;0.00;241.10;3;open;WIRE MARKER TAPEVINYL BRADY WRAP-10-427;2017-03-24;USD;241.10;USD;capex;0;0.0;0.0.00-C;2017-02-28;;4425;;X20100200;SINGHH4 27.02.2017 14:21:52;;61272110565127000003C3704000400170001
P000692745;2024-04-05;10544953;RAPIDMADE INC;DEEGANM;DEEGANM;;C.37.04000.001.1;;C.37.04000.001.161.036;612715FARDAT  FULLY AUTOMATED REAGEN;3753104400;MANUFACTURING TECHNICAL SUPPORT ADMIN;20006.34;0.00;20006.34;3;open;AFX SUPPLEMENTARY TRAYS - TOOLING;2024-04-19;USD;20006.34;USD;capex;0;0.0;0.0.00-C;2024-08-26;R100612793;4425;;X20100000;PO1 FOR RAPIDMADE AFX SUPPLEMENTARY TRAYS;;6127P000692745000003C3704000001161036
P000449544;2023-10-19;10129973;GYROS US INC;CAREYN1;CAREYN1;;C.37.04000.267.2;;C.37.04000.267.230.002;QUALITY CONTROL GYROS;3753104267;REAGENT QC OH POOL;179276.00;0.00;179276.00;1;open;GYROLAB XPLORE;2023-11-06;USD;179276.00;USD;capex;0;0.0;0.0.00-C;2023-10-19;R100377902;4425;;X15100106;PO1 FOR OPS QUALITY CONTROL GYROS;;6127P000449544000001C3704000267230002
P000421968;2023-09-28;10129866;STARK ELECTRIC INC;KEAMSG;RUIZN11;;C.37.04000.269.2;;C.37.04000.269.230.002;TOTES TO TANKERS - PROPYLENE GLYCOL;3753104269;REAGENT LARGE BOTTLES;4978.00;0.00;4978.00;1;open;STARK ELECTRIC INC. TO SUPPLY AND INSTALL ALL ELECTRICAL MA;2023-12-31;USD;4978.00;USD;capex;0;0.0;0.0.00-C;2023-09-28;R100363011;4425;;X20000000;PO1 FOR VENTANA B1 LARGE BOTTLE PIPING;;6127P000421968000001C3704000269230002
2110900053;2019-11-07;10102147;MCMASTER CARR SUPPLY CO INC;MEUSEM;MEUSEM;1003238146;C.37.04000.263.1;;C.37.04000.263.190.001;REAGENT AUTOFILL AUTOMATED DISPENSER COU;3753104263;REAGENT AUTO FILL;12.02;0.00;12.02;12;open;18-8 SS HEX DRIVE FLAT HEAD SCREW M6 X 1;2019-11-08;USD;12.02;USD;capex;0;0.0;0.0.00-C;2019-11-07;;4425;;X15150107;MEUSEM 07.11.2019 14:27:59;;61272110900053000012C3704000263190001
P000528196;2023-12-18;10102712;GLOBAL COOLING INC;NAKASHIG;RUIZN11;;C.37.04000.269.2;;C.37.04000.269.230.002;TOTES TO TANKERS - PROPYLENE GLYCOL;3753104269;REAGENT LARGE BOTTLES;77473.85;0.00;77473.85;1;open;NEXT GENERATION UPRIGHT ULTRA-LOW TEMPERATURE FREEZER CAPACI;2023-12-31;USD;77473.85;USD;capex;0;0.0;0.0.00-C;2024-01-04;R100462687;4425;;X15100103;PO1 FOR -20C FREEZERS WITH CO2 BACKUP SYSTEM - 5 FREEZER;;6127P000528196000001C3704000269230002
2110445729;2016-03-16;10102110;COMPUTYPE INC;JOLLYN;SAYREJ1;;C.37.04000.311.1;;C.37.04000.311.160.001;6127161015G1 QTY 5 DATAMAX RFID PRINTERS;3753104311;LABEL CONTROL;1104.00;0.00;1104.00;3;open;ANUAL CONTRACT SERVICE;2016-03-31;USD;1104.00;USD;capex;0;0.0;0.0.00-C;2016-03-16;;4425;;X90150203;;;61272110445729000003C3704000311160001
2111081458;2021-05-13;10022700;ADVANTECH FACILITY DESIGN INC;WIECHMAJ;SAYREJ1;1003748401;C.37.04000.400.1;;C.37.04000.400.191.044;REAGENT MANUFACTURING EXPANSION ERMT;3753104400;MANUFACTURING TECHNICAL SUPPORT ADMIN;3450.00;0.00;3450.00;1;open;EXPANDED SCOPE CLEAN ROOM;2021-12-17;USD;3450.00;USD;capex;0;0.0;0.0.00-C;2021-05-13;;4425;;X20250300;WIECHMAJ 13.05.2021 11:10:51;;61272111081458000001C3704000400191044
P000372920;2023-08-18;10129797;TEAMVANTAGE MOLDING LLC;SCOTTP11;MOTTL;;C.37.04000.951.2;;C.37.04000.951.230.005;BARREL AND COUPLER REPLACEMENT TOOLS;3753104410;PROCESS ENGINEERING ADMINISTRATION;26961.00;0.00;26961.00;3;open;10% PAYMENT UPON FIRST ARTICLE APPROVAL OF MOLD FOR BOTH PAR;2024-01-31;USD;26961.00;USD;capex;0;0.0;0.0.00-C;2023-08-18;R100316200;4425;MA00490068;X20100102;PO1 FOR PO TEAMVANTAGE NEW COUPLER MOLD AUG. 16 2023;;6127P000372920000003C3704000951230005
P000830967;2024-07-11;10176512;ATMOSPHERE COMMERCIAL INTERIORS LLC;BADGERD;MOTTL;;C.37.04000.263.2;;C.37.04000.263.240.001;BUILDING 1 PHASE 2 MILLWORK;3753104263;REAGENT AUTO FILL;4289.92;0.00;4289.92;1;open;WIRE SHELVING) NEW FURNITURE FOR STORAGE ROOM 1008 (BUILDING;2024-10-01;USD;4289.92;USD;capex;0;0.0;0.0.00-C;2024-07-11;R100745736;4425;;X25050201;PO1 FOR ATMOSPHERE3_DBADGER_7/11/24;;6127P000830967000001C3704000263240001
P000481119;2023-11-10;10129797;TEAMVANTAGE MOLDING LLC;SCOTTP11;BLAYLOCN;;C.37.04000.951.2;;C.37.04000.951.230.010;NEW DISPENSER TOOLS @ TEAMVANTAGE;3753524951;TOOLING;15600.00;0.00;15600.00;8;closed;VPAP CHARGE FOR ABOVE PER QUOTE  202310033 DATED OCTOBER 12;2024-06-13;USD;15600.00;USD;capex;0;0.0;0.0.00-C;2025-10-23;;4425;;X90250000;PO1 FOR TEAMVANTAGE NEW MOLD NOZZLE CAP;;6127P000481119000008C3704000951230010
2111127018;2021-09-30;10101166;TRANSCAT INC;MOLINAP3;SAYREJ1;1003869722;C.37.04000.082.2;;C.37.04000.082.210.001;MITUTOYO PH-3515F PROFILE PROJECTOR(OPT;3753104082;INCOMING QUALITY CONTROL;1320.50;0.00;1320.50;10;closed;PRD PRODUCT PURCAHSE VP;2021-10-29;USD;1320.50;USD;capex;0;0.0;0.0.00-C;2023-11-03;;4425;;X40150202;MOLINAP3 30.09.2021 11:18:39;;61272111127018000010C3704000082210001
P000532738;2023-12-18;10534917;METTLER TOLEDO INTERNATIONAL INC;BADGERD;MOTTL;;C.37.04000.263.2;;C.37.04000.263.230.001;NEW FLOOR SCALES IN BUILDING 1;3753104263;REAGENT AUTO FILL;1320.00;0.00;1320.00;8;open;IPAC STANDARD QUALIFICATION PER QUOTATION: 322954569;2024-01-12;USD;1320.00;USD;capex;0;0.0;0.0.00-C;2024-05-02;R100468746;4425;MA00748915;X20100102;PO1 FOR METTLERTOLEDO_DBADGER_12/15/23;;6127P000532738000008C3704000263230001
P000532792;2023-12-18;10424466;CLASSIC INDUSTRIES INC;SCOTTP11;BLAYLOCN;;C.37.04000.951.2;;C.37.04000.951.230.011;FLUID CONTROL BASIN;3753524951;TOOLING;10260.00;0.00;10260.00;5;open;MANUAL ASSEMBLY AND FINAL PACKAGING STATION PER QUOTE  TM-34;2024-06-13;USD;10260.00;USD;capex;0;0.0;0.0.00-C;2024-12-19;R100468979;4425;MA00843446;X20100000;PO2 FOR TECHNIMARK (FLUID CONTROL);;6127P000532792000005C3704000951230011
2110487095;2016-07-20;10121987;MJI CO LLC;THOMPSG5;LALAMAC;;C.37.01000.001.1;;C.37.01000.001.161.037;612716AWS1T ALTERNATIVE WORKSPACE;3751601100;FSS ADMINISTRATION;37884.00;0.00;37884.00;3;open;B5E NE PATIO REVISIONS;2016-08-22;USD;37884.00;USD;capex;0;0.0;0.0.00-C;2016-11-14;;4425;;X20050900;;;61272110487095000003C3701000001161037
2110512331;2016-10-05;10101371;INSIGHT DIRECT USA INC;GLEASOC3;PLIEST;;C.37.01000.100.1;;C.37.01000.100.160.001;6127167200G5 CONFERENCE ROOM;3751601100;FSS ADMINISTRATION;7519.05;0.00;7519.05;1;open;CISCO 8831 CONFERENCE PHONE;2016-10-14;USD;7519.05;USD;capex;0;0.0;0.0.00-C;2016-11-29;;4425;;X40200105;;;61272110512331000001C3701000100160001
P000778162;2024-06-05;10100839;CDW DIRECT;LARAR11;TAYLOK23;;C.37.01000.152.2;;C.37.01000.152.240.001;B2E OFFICE SPACE PILOT;3751601152;FSS BUILDING 2;995.00;0.00;995.00;5;closed;CDW DIRECT - B2E PILOT PROJECT VIDEO CONFERENCE MATERIALS QU;2024-07-12;USD;995.00;USD;capex;0;0.0;0.0.00-C;2025-08-13;R100693545;4425;;X20000000;PO1 FOR CDW QT 24050 B2E PILOT PROJECT VIDEO CONF MATRLS;;6127P000778162000005C3701000152240001
2110758233;2018-09-17;10129850;RED HAWK FIRE & SECURITY CA LLC DBA;MCKEEL;SAGISIT;1002805867;C.37.01000.100.1;;C.37.01000.100.180.010;SECURITY CAMERA REPLACEMENT;3751601100;FSS ADMINISTRATION;115481.00;0.00;115481.00;1;open;VIDEO SURVEILLANCE UPGRADES;2018-10-19;USD;115481.00;USD;capex;0;0.0;0.0.00-C;2019-08-14;;4425;;X25050800;RED HAWK CAMERA UPGRADES;;61272110758233000001C3701000100180010
2110865384;2019-07-30;10129693;SABINO ELECTRIC INC;CASTRA11;PLIEST;1003136579;C.37.01000.220.1;;C.37.01000.220.190.005;TOR SWITCHES AND SERVERS;3786720501;FD SITE SERVICES WORKFORCE ENABLEMNT;17579.00;0.00;17579.00;1;open;SUPPLY AND INSTALL UPS;2019-08-02;USD;17579.00;USD;capex;0;0.0;0.0.00-C;2019-07-30;;4425;;X20050402;CASTRA11 30.07.2019 13:39:17;;61272110865384000001C3701000220190005
2110598241;2017-06-01;10186857;SUNDT CONSTRUCTION INC;;HEATHMAM;1002394350;C.37.01000.001.1;;C.37.01000.001.161.023;612716B4ET BUILDING 4 EXPANSION PROJECT;3751601100;FSS ADMINISTRATION;122729.00;0.00;122729.00;1;closed;B4ET PRECONSTRUCTION SERVICES;2017-08-02;USD;122729.00;USD;capex;0;0.0;0.0.00-C;2022-12-01;;4425;;X20050200;THOMPSG5 31.05.2017 15:40:21;;61272110598241000001C3701000001161023
P001625851;2025-12-10;10129866;STARK ELECTRIC INC;KEAMSG;TAYLOK23;;C.37.01000.161.2;;C.37.01000.161.250.001;B10 PUMPS;3751601161;FSS BLDG 10;1529.00;0.00;1529.00;1;open;STARK ELECT QT - B10 SUMP PUMP CONTROLS STARK ELECTRIC INC.;2025-12-31;USD;1529.00;USD;capex;0;0.0;0.0.00-C;2025-12-10;R101446375;4425;;X25050400;PO1 FOR STARK ELECT QT - B10 SUMP PUMP CONTROLS;;6127P001625851000001C3701000161250001
P000778331;2024-06-04;10102818;FISHER SCIENTIFIC CO LLC;PSTRAKP;PSTRAKP;;C.37.04000.223.2;;C.37.04000.223.240.001;FORMULATIONS FREEZERS REPLACEMENT;3753104223;REAGENT FORMULATIONS;13764.08;0.00;13764.08;1;open;TDE SERIES ULTRA-LOW TEMPERATURE FREEZER;2024-08-01;USD;13764.08;USD;capex;0;0.0;0.0.00-C;2024-06-04;R100630155;4425;;X15100103;PO1 FOR FORMULATIONS FREEZERS;;6127P000778331000001C3704000223240001
P000342168;2023-07-22;10470071;ALLTRISTA PLASTICS LLC;SCOTTP11;CHAVESC;;C.37.04000.951.2;;C.37.04000.951.230.003;PIPETTE PLY BAG ASSY TOOL REPLACEMENT;3753524951;TOOLING;7200.00;0.00;7200.00;2;open;30% PAYMENT UPON FAI APPROVAL BY ROCHE F;2022-09-23;USD;7200.00;USD;capex;0;0.0;0.0.00-C;2023-08-31;;4425;;X20000000;2111241347;;6127P000342168000002C3704000951230003
P000807452;2024-06-25;10129971;VWR INTERNATIONAL LLC;TAYLOK23;TAYLOK23;;C.37.00057.001.2;;C.37.00057.001.233.500;LSNT OTHER PROCESS EQUIPMENT;3751601100;FSS ADMINISTRATION;11766.59;0.00;11766.59;2;closed;VWR - LSNT REFRIGERATORS VWR REFRIGERATOR BASIC NR REACH IN;2024-07-26;USD;11766.59;USD;capex;3;3.5;3.5.00-C;2024-09-08;R100723820;4425;MA00587059;X15100103;PO1 FOR VWR - LSNT 5 REFRIGERATORS $28538.40;;6127P000807452000002C3700057001233500
2110508602;2016-09-22;10101865;DYNAMIC TECHNOLOGY SOLUTIONS;PLIEST;PLIEST;;C.37.01000.001.1;;C.37.01000.001.161.037;612716AWS1T ALTERNATIVE WORKSPACE;3751601100;FSS ADMINISTRATION;2551.20;0.00;2551.20;3;open;HP WIRELESS KEYBOARD/MOUSE;2016-11-18;USD;2551.20;USD;capex;0;0.0;0.0.00-C;2016-11-11;;4425;;X40050105;;;61272110508602000003C3701000001161037
2110507573;2016-09-20;10026439;FAITHFUL & GOULD INC;LALAMAC;LALAMAC;;C.37.01000.001.1;;C.37.01000.001.161.014;612716CUPT    CENTRAL UTILITY PLANT;3751601100;FSS ADMINISTRATION;25000.00;0.00;25000.00;1;open;INITIAL COST ESTIMATE FOR CUPT BUILDING;2016-09-21;USD;25000.00;USD;capex;0;0.0;0.0.00-C;2016-10-25;;4425;;X20250302;;;61272110507573000001C3701000001161014
2110805021;2019-02-04;10121987;MJI CO LLC;MCKEEL;SAGISIT;1002940574;C.37.01000.151.1;;C.37.01000.151.180.014;VLF EMERGENCY SHOWERS AND EYEWASHES;3751601151;FSS BUILDING 1;3769.00;0.00;3769.00;1;open;INSTALLATION;2019-02-05;USD;3769.00;USD;capex;0;0.0;0.0.00-C;2019-02-04;;4425;;X20050200;MJI - VLF EYEWASH/SHOWER;;61272110805021000001C3701000151180014
2110588935;2017-05-05;10026439;FAITHFUL & GOULD INC;THOMPSG5;MCKEEL;1002374267;C.37.01000.001.1;;C.37.01000.001.161.014;612716CUPT    CENTRAL UTILITY PLANT;3751601100;FSS ADMINISTRATION;16995.00;0.00;16995.00;1;open;CUP ESTIMATING SUPPORT;2017-07-31;USD;16995.00;USD;capex;0;0.0;0.0.00-C;2017-05-05;;4425;;X20050200;FAITHFUL GOULD 04.05.2017 15:34:02;;61272110588935000001C3701000001161014
2110491398;2016-08-01;10020870;SKIDMORE OWINGS + MERRILL LLP;LALAMAC;LALAMAC;;C.37.01000.001.1;;C.37.01000.001.161.023;612716B4ET BUILDING 4 EXPANSION PROJECT;3751601100;FSS ADMINISTRATION;115240.00;0.00;115240.00;1;open;ENGINEERING B4;2016-08-02;USD;115240.00;USD;capex;0;0.0;0.0.00-C;2016-08-01;;4425;;X20250302;;;61272110491398000001C3701000001161023
P000955235;2024-10-09;10110511;SEEGER LASERTECHNIK GMBH;HOENIGH;HOENIGH;;C.49.00383.390.0;;C.49.00383.390.013.211;WTLOM - BAUSTELLENEINRICHTUNG;4951600127;RES CAPEX DOS;8.10;0.00;8.10;4;closed;100 STCK -PROG- 810 STCK 810 EUR EINMALIGE PROGRAMMKOSTEN;2024-10-29;EUR;8.10;EUR;capex;1;1.3;1.3.21-C;2025-11-21;R100859497;4505;;X20000000;PO1 FOR MONTAGEPLATTEN PARKPLATZBELEUCHTUNG;;6234P000955235000004C4900383390013211
P000380962;2023-08-28;10111109;ADRIAN GAIDA SCHREINEREI;ASELT;GABLERC1;;C.49.00383.390.0;;C.49.00383.390.028.101;WTLOM - AUSBAU;4951600127;RES CAPEX DOS;12650.00;0.00;12650.00;1;closed;WTLOM TEEKÜCHE;2004-01-31;EUR;12650.00;EUR;capex;2;2.8;2.8.10-C;2024-12-05;R100323710;4505;;X20050800;PO1 FOR WTLOM / GAIDA / ASEL;;6234P000380962000001C4900383390028101
9110234723;2023-06-13;10514133;I-SECON GMBH;ASELT;GABLERC1;1004347772;C.49.00383.390.0;;C.49.00383.390.062.131;WTLOM - BAU EXTERN;4951600127;RES CAPEX DOS;7728.00;0.00;7728.00;1;open;ERSCHÜTTERUNGSÜBERWACHUNG;2024-04-02;EUR;7728.00;EUR;capex;6;6.2;6.2.13-C;2023-12-13;;4505;;X20050900;ASELT WTLOM/I-SECON;;62349110234723000001C4900383390062131
9130049231;2022-11-16;10112559;PFEIL GMBH;ASELT;GABLERC1;;C.49.00383.390.0;;C.49.00383.390.028.101;WTLOM - AUSBAU;4951600127;RES CAPEX DOS;9785.00;0.00;9785.00;2;open;WTLOM - SCHREINERARBEITEN - FENSTERVERKL;2023-01-31;EUR;9785.00;EUR;capex;2;2.8;2.8.10-C;2022-12-16;;4505;6199720061;X20050802;ASELT WTLOM / PFEIL;;62349130049231000002C4900383390028101
2110487586;2016-07-20;10176453;MACE NORTH AMERICA LTD;LALAMAC;LALAMAC;;C.37.01000.001.1;;C.37.01000.001.161.023;612716B4ET BUILDING 4 EXPANSION PROJECT;3751601100;FSS ADMINISTRATION;74806.54;0.00;74806.54;1;open;PROJECT MANAGEMENT SUPPORT;2016-09-30;USD;74806.54;USD;capex;0;0.0;0.0.00-C;2016-11-07;;4425;;X20250302;;;61272110487586000001C3701000001161023
